KPI_Code,KPI_Description,KPI_Note,KPI_Order,UNIT_Code,KPI_Compound,KPI_Ext,KPI_Visible,CreatedAt,ModifiedAt,KPI_Name,KPI_Ext_Source,KPI_Ext_Name,CreatedBy,ModifiedBy
KPI_ReachLTSPD_D_UnknownSex_age_Other,Number of people reached - Long term services and development programmes - Direct - Gender Unknown / not provided - Age Unknown / Not provided,,30348,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Long term services and development programmes - Direct - Gender Unknown / not provided - Age Unknown / Not provided,,,,
KPI_ReachLTSPD_D_Validated,Number of people reached - Long term services and development programmes - Data validated,,30371,logical,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Long term services and development programmes - Data validated,,,,
KPI_ReachLTSPD_ddd,Number of people reached - Long term services and development programmes - Direct  - Disaggregated by disability (1) or not (0),,30366,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Long term services and development programmes - Direct  - Disaggregated by disability (1) or not (0),,,,
KPI_ReachLTSPD_I,Number of people reached - Long term services and development programmes - Indirect,NS Reach - Indirect,30369,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Long term services and development programmes - Indirect,,,,
KPI_ReachLTSPD_I_IP,Number of people reached - Long term services and development programmes - Indirect - Imputed,Number of people reached - Long term services and development programmes - Indirect - Imputed,130374,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.147,2022-03-10T12:03:38.147,Number of people reached - Long term services and development programmes - Indirect - Imputed,Imputed data,,system,system
KPI_ReachLTSPD_wgq,If number of people reached - Long term services and development programmes - Direct- Disability disaggregation follows Washington Group Questions (1) or not (0),,30367,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,If number of people reached - Long term services and development programmes - Direct- Disability disaggregation follows Washington Group Questions (1) or not (0),,,,
KPI_ReachM_CPD,Number of people reached - Migration - Total,NS Reach - CPD,32070,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Total,,,,
KPI_ReachM_CPD_IP,Number of people reached - Migration - Total - Imputed,Number of people reached - Migration - Total - Imputed,132074,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.197,0001-01-01T00:00:00,Number of people reached - Migration - Total - Imputed,Imputed data,,system,
KPI_ReachM_D_age,Number of people reached - Migration - Disaggregated by age (1) or not (0),,32000,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Disaggregated by age (1) or not (0),,,,
KPI_ReachM_D_F_age_0_5,Number of people reached - Migration - Direct - Female - Age 0 to 5,,32014,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 0 to 5,,,,
KPI_ReachM_D_F_age_13_17,Number of people reached - Migration - Direct - Female - Age 13 to 17,,32016,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 13 to 17,,,,
KPI_ReachM_D_F_age_18_29,Number of people reached - Migration - Direct - Female - Age 18 to 29,,32017,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 18 to 29,,,,
KPI_ReachM_D_F_age_18_49,Number of people reached - Migration - Direct - Female - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,32018,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 18 to 49,,,,
KPI_ReachM_D_F_age_30_39,Number of people reached - Migration - Direct - Female - Age 30 to 39,,32019,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 30 to 39,,,,
KPI_ReachM_D_F_age_40_49,Number of people reached - Migration - Direct - Female - Age 40 to 49,,32020,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 40 to 49,,,,
KPI_ReachM_D_F_age_50_59,Number of people reached - Migration - Direct - Female - Age 50 to 59,,32021,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 50 to 59,,,,
KPI_ReachM_D_F_age_6_12,Number of people reached - Migration - Direct - Female - Age 6 to 12,,32015,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 6 to 12,,,,
KPI_ReachM_D_F_age_60_69,Number of people reached - Migration - Direct - Female - Age 60 to 69,,32022,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 60 to 69,,,,
KPI_ReachM_D_F_age_70_79,Number of people reached - Migration - Direct - Female - Age 70 to 79,,32023,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 70 to 79,,,,
KPI_ReachM_D_F_age_80,Number of people reached - Migration - Direct - Female - Age 80+,,32024,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age 80+,,,,
KPI_ReachM_D_F_age_Other,Number of people reached - Migration - Direct - Female - Age Unknown / Not provided,,32025,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Female - Age Unknown / Not provided,,,,
KPI_ReachM_D_IsDataNotAvailable,ReachM_D Is Data Not available checked,,32072,logical,FALSE,FALSE,TRUE,2022-10-17T11:57:26.18,2022-10-17T11:57:26.18,ReachM_D Is Data Not available checked,,,initial load,initial load
KPI_ReachM_D_isDataNotCollected,Number of people reached - Migration - Data collected (1) or no data collected (0) - Applicable if no data provided,,32068,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Data collected (1) or no data collected (0) - Applicable if no data provided,,,,
KPI_ReachM_D_M_age_0_5,Number of people reached - Migration - Direct - Male - Age 0 to 5,,32002,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 0 to 5,,,,
KPI_ReachM_D_M_age_13_17,Number of people reached - Migration - Direct - Male - Age 13 to 17,,32004,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 13 to 17,,,,
KPI_ReachM_D_M_age_18_29,Number of people reached - Migration - Direct - Male - Age 18 to 29,,32005,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 18 to 29,,,,
KPI_ReachM_D_M_age_18_49,Number of people reached - Migration - Direct - Male - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,32006,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 18 to 49,,,,
KPI_ReachM_D_M_age_30_39,Number of people reached - Migration - Direct - Male - Age 30 to 39,,32007,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 30 to 39,,,,
KPI_ReachM_D_M_age_40_49,Number of people reached - Migration - Direct - Male - Age 40 to 49,,32008,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 40 to 49,,,,
KPI_ReachM_D_M_age_50_59,Number of people reached - Migration - Direct - Male - Age 50 to 59,,32009,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 50 to 59,,,,
KPI_ReachM_D_M_age_6_12,Number of people reached - Migration - Direct - Male - Age 6 to 12,,32003,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 6 to 12,,,,
KPI_ReachM_D_M_age_60_69,Number of people reached - Migration - Direct - Male - Age 60 to 69,,32010,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 60 to 69,,,,
KPI_ReachM_D_M_age_70_79,Number of people reached - Migration - Direct - Male - Age 70 to 79,,32011,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 70 to 79,,,,
KPI_ReachM_D_M_age_80,Number of people reached - Migration - Direct - Male - Age 80+,,32012,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age 80+,,,,
KPI_ReachM_D_M_age_Other,Number of people reached - Migration - Direct - Male - Age Unknown / Not provided,,32013,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Male - Age Unknown / Not provided,,,,
KPI_ReachM_D_OtherSex_age_0_5,Number of people reached - Migration - Direct - Third Gender - Age 0 to 5,,32026,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 0 to 5,,,,
KPI_ReachM_D_OtherSex_age_13_17,Number of people reached - Migration - Direct - Third Gender - Age 13 to 17,,32028,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 13 to 17,,,,
KPI_ReachM_D_OtherSex_age_18_29,Number of people reached - Migration - Direct - Third Gender - Age 18 to 29,,32029,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 18 to 29,,,,
KPI_ReachM_D_OtherSex_age_30_39,Number of people reached - Migration - Direct - Third Gender - Age 30 to 39,,32030,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 30 to 39,,,,
KPI_ReachM_D_OtherSex_age_40_49,Number of people reached - Migration - Direct - Third Gender - Age 40 to 49,,32031,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 40 to 49,,,,
KPI_ReachM_D_OtherSex_age_50_59,Number of people reached - Migration - Direct - Third Gender - Age 50 to 59,,32032,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 50 to 59,,,,
KPI_ReachM_D_OtherSex_age_6_12,Number of people reached - Migration - Direct - Third Gender - Age 6 to 12,,32027,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 6 to 12,,,,
KPI_ReachM_D_OtherSex_age_60_69,Number of people reached - Migration - Direct - Third Gender - Age 60 to 69,,32033,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 60 to 69,,,,
KPI_ReachM_D_OtherSex_age_70_79,Number of people reached - Migration - Direct - Third Gender - Age 70 to 79,,32034,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 70 to 79,,,,
KPI_ReachM_D_OtherSex_age_80,Number of people reached - Migration - Direct - Third Gender - Age 80+,,32035,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age 80+,,,,
KPI_ReachM_D_OtherSex_age_Other,Number of people reached - Migration - Direct - Third Gender - Age Unknown / Not provided,,32036,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Third Gender - Age Unknown / Not provided,,,,
KPI_ReachM_D_sex,Number of people reached - Migration - Disaggregated by sex (1) or not (0),,32001,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Disaggregated by sex (1) or not (0),,,,
KPI_ReachM_D_Tot,Number of people reached - Migration - Direct - Total,NS Reach - Direct,32065,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total,,,,
KPI_ReachM_D_Tot_age_0_5,Number of people reached - Migration - Direct - Total - Age 0 to 5,,32049,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 0 to 5,,,,
KPI_ReachM_D_Tot_age_13_17,Number of people reached - Migration - Direct - Total - Age 13 to 17,,32051,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 13 to 17,,,,
KPI_ReachM_D_Tot_age_18_29,Number of people reached - Migration - Direct - Total - Age 18 to 29,,32052,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 18 to 29,,,,
KPI_ReachM_D_Tot_age_18_49,Number of people reached - Migration - Direct - Total - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,32053,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 18 to 49,,,,
KPI_ReachM_D_Tot_age_30_39,Number of people reached - Migration - Direct - Total - Age 30 to 39,,32054,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 30 to 39,,,,
KPI_ReachM_D_Tot_age_40_49,Number of people reached - Migration - Direct - Total - Age 40 to 49,,32055,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 40 to 49,,,,
KPI_ReachM_D_Tot_age_50_59,Number of people reached - Migration - Direct - Total - Age 50 to 59,,32056,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 50 to 59,,,,
KPI_ReachM_D_Tot_age_6_12,Number of people reached - Migration - Direct - Total - Age 6 to 12,,32050,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 6 to 12,,,,
KPI_ReachM_D_Tot_age_60_69,Number of people reached - Migration - Direct - Total - Age 60 to 69,,32057,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 60 to 69,,,,
KPI_ReachM_D_Tot_age_70_79,Number of people reached - Migration - Direct - Total - Age 70 to 79,,32058,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 70 to 79,,,,
KPI_ReachM_D_Tot_age_80,Number of people reached - Migration - Direct - Total - Age 80+,,32059,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age 80+,,,,
KPI_ReachM_D_Tot_age_Other,Number of people reached - Migration - Direct - Total - Age Unknown / Not provided,,32060,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total - Age Unknown / Not provided,,,,
KPI_ReachM_D_Tot_F,Number of people reached - Migration - Direct - Total Female,,32062,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total Female,,,,
KPI_ReachM_D_Tot_IP,Number of people reached - Migration - Direct - Imputed,Number of people reached - Migration - Direct - Imputed,132075,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.153,2022-03-10T12:03:38.153,Number of people reached - Migration - Direct - Imputed,Imputed data,,system,system
KPI_ReachM_D_Tot_M,Number of people reached - Migration - Direct - Total Male,,32061,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total Male,,,,
KPI_ReachM_D_Tot_OtherSex,Number of people reached - Migration - Direct - Total Third Gender,,32063,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total Third Gender,,,,
KPI_ReachM_D_Tot_UnknownSex,Number of people reached - Migration - Direct - Total Gender Unknown / not provided,,32064,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Total Gender Unknown / not provided,,,,
KPI_ReachM_D_UnknownSex_age_0_5,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 0 to 5,,32037,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 0 to 5,,,,
KPI_ReachM_D_UnknownSex_age_13_17,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 13 to 17,,32039,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 13 to 17,,,,
KPI_ReachM_D_UnknownSex_age_18_29,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 18 to 29,,32040,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 18 to 29,,,,
KPI_ReachM_D_UnknownSex_age_18_49,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 18 to 49,KPI age range deprecated from 31st Dec 2016,32041,number,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 18 to 49,,,,
KPI_ReachM_D_UnknownSex_age_30_39,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 30 to 39,,32042,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 30 to 39,,,,
KPI_ReachM_D_UnknownSex_age_40_49,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 40 to 49,,32043,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 40 to 49,,,,
KPI_ReachM_D_UnknownSex_age_50_59,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 50 to 59,,32044,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 50 to 59,,,,
KPI_ReachM_D_UnknownSex_age_6_12,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 6 to 12,,32038,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 6 to 12,,,,
KPI_ReachM_D_UnknownSex_age_60_69,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 60 to 69,,32045,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 60 to 69,,,,
KPI_ReachM_D_UnknownSex_age_70_79,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 70 to 79,,32046,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 70 to 79,,,,
KPI_ReachM_D_UnknownSex_age_80,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 80+,,32047,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age 80+,,,,
KPI_ReachM_D_UnknownSex_age_Other,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age Unknown / Not provided,,32048,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Direct - Gender Unknown / not provided - Age Unknown / Not provided,,,,
KPI_ReachM_D_Validated,Number of people reached - Migration - Data validated,,32071,logical,FALSE,FALSE,FALSE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Data validated,,,,
KPI_ReachM_ddd,Number of people reached - Migration - Disaggregated by disability (1) or not (0),,32066,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Disaggregated by disability (1) or not (0),,,,
KPI_ReachM_Favour,Has your NS developed programs in favour of migrants and/or displaced persons?,NS Reach,32072,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.773,0001-01-01T00:00:00,Has your NS developed programs in favour of migrants and/or displaced persons?,,,system,
KPI_ReachM_I,Number of people reached - Migration - Indirect,NS Reach - Indirect,32069,number,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Indirect,,,,
KPI_ReachM_I_IP,Number of people reached - Migration - Indirect - Imputed,Number of people reached - Migration - Indirect - Imputed,132076,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.157,2022-03-10T12:03:38.157,Number of people reached - Migration - Indirect - Imputed,Imputed data,,system,system
KPI_ReachM_IntegratedPlan,Has your NS conducted migrations and displacement needs assesment and/or has integrated migration and displacement into your startegic planning?,NS Reach,32073,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.777,0001-01-01T00:00:00,Has your NS conducted migrations and displacement needs assesment and/or has integrated migration and displacement into your startegic planning?,,,system,
KPI_ReachM_IsDataNotAvailable,ReachM Is Data Not available checked,,32074,logical,FALSE,FALSE,TRUE,2022-10-17T11:57:26.18,2022-10-17T11:57:26.18,ReachM Is Data Not available checked,,,initial load,initial load
KPI_ReachM_wgq,Number of people reached - Migration - Disability disaggregation follows Washington Group Questions (1) or not (0),,32067,logical,FALSE,FALSE,TRUE,0001-01-01T00:00:00,0001-01-01T00:00:00,Number of people reached - Migration - Disability disaggregation follows Washington Group Questions (1) or not (0),,,,
KPI_ReachRCRCEd_CPD,Number of people reached - RCRC educational programmes - Total,NS Reach - CPD,37070,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.993,0001-01-01T00:00:00,Number of people reached - RCRC educational programmes - Total,,,system,
KPI_ReachRCRCEd_CPD_IP,Number of people reached - RCRC educational programmes - Total - Imputed,Number of people reached - RCRC educational programmes - Total - Imputed,137073,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.24,0001-01-01T00:00:00,Number of people reached - RCRC educational programmes - Total - Imputed,Imputed data,,system,
KPI_ReachRCRCEd_D_age,Number of people reached - RCRC educational programmes - Disaggregated by age (1) or not (0),,37000,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.797,2022-03-10T12:03:37.797,Number of people reached - RCRC educational programmes - Disaggregated by age (1) or not (0),,,system,system
KPI_ReachRCRCEd_D_F_age_0_5,Number of people reached - RCRC educational programmes - Direct - Female - Age 0 to 5,,37014,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.86,2022-03-10T12:03:37.86,Number of people reached - RCRC educational programmes - Direct - Female - Age 0 to 5,,,system,system
KPI_ReachRCRCEd_D_F_age_13_17,Number of people reached - RCRC educational programmes - Direct - Female - Age 13 to 17,,37016,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.867,2022-03-10T12:03:37.867,Number of people reached - RCRC educational programmes - Direct - Female - Age 13 to 17,,,system,system
KPI_ReachRCRCEd_D_F_age_18_29,Number of people reached - RCRC educational programmes - Direct - Female - Age 18 to 29,,37017,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.87,2022-03-10T12:03:37.87,Number of people reached - RCRC educational programmes - Direct - Female - Age 18 to 29,,,system,system
KPI_ReachRCRCEd_D_F_age_18_49,Number of people reached - RCRC educational programmes - Direct - Female - Age 18 to 49,,37018,number,FALSE,FALSE,FALSE,2022-03-10T12:03:37.873,2022-03-10T12:03:37.873,Number of people reached - RCRC educational programmes - Direct - Female - Age 18 to 49,,,system,system
KPI_ReachRCRCEd_D_F_age_30_39,Number of people reached - RCRC educational programmes - Direct - Female - Age 30 to 39,,37019,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.88,2022-03-10T12:03:37.88,Number of people reached - RCRC educational programmes - Direct - Female - Age 30 to 39,,,system,system
KPI_ReachRCRCEd_D_F_age_40_49,Number of people reached - RCRC educational programmes - Direct - Female - Age 40 to 49,,37020,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.883,2022-03-10T12:03:37.883,Number of people reached - RCRC educational programmes - Direct - Female - Age 40 to 49,,,system,system
KPI_ReachRCRCEd_D_F_age_50_59,Number of people reached - RCRC educational programmes - Direct - Female - Age 50 to 59,,37021,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.887,2022-03-10T12:03:37.887,Number of people reached - RCRC educational programmes - Direct - Female - Age 50 to 59,,,system,system
KPI_ReachRCRCEd_D_F_age_6_12,Number of people reached - RCRC educational programmes - Direct - Female - Age 6 to 12,,37015,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.857,2022-03-10T12:03:37.857,Number of people reached - RCRC educational programmes - Direct - Female - Age 6 to 12,,,system,system
KPI_ReachRCRCEd_D_F_age_60_69,Number of people reached - RCRC educational programmes - Direct - Female - Age 60 to 69,,37022,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.89,2022-03-10T12:03:37.89,Number of people reached - RCRC educational programmes - Direct - Female - Age 60 to 69,,,system,system
KPI_ReachRCRCEd_D_F_age_70_79,Number of people reached - RCRC educational programmes - Direct - Female - Age 70 to 79,,37023,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.897,2022-03-10T12:03:37.897,Number of people reached - RCRC educational programmes - Direct - Female - Age 70 to 79,,,system,system
KPI_ReachRCRCEd_D_F_age_80,Number of people reached - RCRC educational programmes - Direct - Female - Age 80+,,37024,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.9,2022-03-10T12:03:37.9,Number of people reached - RCRC educational programmes - Direct - Female - Age 80+,,,system,system
KPI_ReachRCRCEd_D_F_age_Other,Number of people reached - RCRC educational programmes - Direct - Female - Age Unknown / Not provided,,37025,number,FALSE,FALSE,TRUE,2022-03-10T12:03:37.903,2022-03-10T12:03:37.903,Number of people reached - RCRC educational programmes - Direct - Female - Age Unknown / Not provided,,,system,system
KPI_ReachRCRCEd_D_IP,Number of people reached - RCRC Educational Programmes - Direct - Imputed,Number of people reached - RCRC Educational Programmes - Direct - Imputed,137072,number,FALSE,FALSE,TRUE,2022-03-10T12:03:38.237,2022-03-10T12:03:38.237,Number of people reached - RCRC Educational Programmes - Direct - Imputed,Imputed data,,system,system
KPI_ReachRCRCEd_D_IsDataNotAvailable,ReachRCRCEd Is Data Not available checked,,37072,logical,FALSE,FALSE,TRUE,2022-10-17T11:57:26.18,2022-10-17T11:57:26.18,ReachRCRCEd Is Data Not available checked,,,initial load,initial load
KPI_ReachRCRCEd_D_isDataNotCollected,Number of people reached - RCRC educational programmes - Data collected (1) or no data collected (0) - Applicable if no data provided,,37068,logical,FALSE,FALSE,TRUE,2022-03-10T12:03:37.99,2022-03-10T12:03:37.99,Number of people reached - RCRC educational programmes - Data collected (1) or no data collected (0) - Applicable if no data provided,,,system,system
